,airline,airline ID, source airport, source airport id, destination apirport, destination airport id, codeshare, stops, equipment,route_id,source_airport_icao,source_airport_name,source_airport_city,source_airport_country,source_airport_elevation,source_airport_lat,source_airport_lon,destination_airport_icao,destination_airport_name,destination_airport_city,destination_airport_country,destination_airport_elevation,destination_airport_lat,destination_airport_lon
492,AD,13983,BEL,2526,STM,4092,,0,AT7,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
493,AF,137,BEL,2526,STM,4092,Y,0,738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
494,AF,137,BEL,2526,STM,4092,Y,0,738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
495,AF,137,BEL,2526,STM,4092,Y,0,738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
496,AF,137,BEL,2526,STM,4092,Y,0,738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
497,AF,137,BEL,2526,STM,4092,Y,0,738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
498,G3,1790,BEL,2526,STM,4092,,0,73G 738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
499,G3,1790,BEL,2526,STM,4092,,0,73G 738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
500,G3,1790,BEL,2526,STM,4092,,0,73G 738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
501,G3,1790,BEL,2526,STM,4092,,0,73G 738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
502,G3,1790,BEL,2526,STM,4092,,0,73G 738,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
503,JJ,4867,BEL,2526,STM,4092,,0,320,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
504,JJ,4867,BEL,2526,STM,4092,,0,320,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
505,JJ,4867,BEL,2526,STM,4092,,0,320,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
506,JJ,4867,BEL,2526,STM,4092,,0,320,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
507,JJ,4867,BEL,2526,STM,4092,,0,320,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
508,KL,3090,BEL,2526,STM,4092,Y,0,737,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
509,KL,3090,BEL,2526,STM,4092,Y,0,737,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
510,KL,3090,BEL,2526,STM,4092,Y,0,737,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
511,KL,3090,BEL,2526,STM,4092,Y,0,737,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
512,KL,3090,BEL,2526,STM,4092,Y,0,737,BEL-STM,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859,SBSN,Maestro Wilson Fonseca Airport,Santarem,BR,198.0,-2.4247219563,-54.7858314514
513,AD,13983,BPS,4209,CNF,2537,,0,E95,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
514,AD,13983,BPS,4209,CNF,2537,,0,E95,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
515,AD,13983,BPS,4209,CNF,2537,,0,E95,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
516,AD,13983,BPS,4209,CNF,2537,,0,E95,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
517,G3,1790,BPS,4209,CNF,2537,,0,738,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
518,G3,1790,BPS,4209,CNF,2537,,0,738,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
519,G3,1790,BPS,4209,CNF,2537,,0,738,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
520,G3,1790,BPS,4209,CNF,2537,,0,738,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
521,JJ,4867,BPS,4209,CNF,2537,,0,320 319,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
522,JJ,4867,BPS,4209,CNF,2537,,0,320 319,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
523,JJ,4867,BPS,4209,CNF,2537,,0,320 319,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
524,JJ,4867,BPS,4209,CNF,2537,,0,320 319,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
525,KL,3090,BPS,4209,CNF,2537,Y,0,737,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
526,KL,3090,BPS,4209,CNF,2537,Y,0,737,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
527,KL,3090,BPS,4209,CNF,2537,Y,0,737,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
528,KL,3090,BPS,4209,CNF,2537,Y,0,737,BPS-CNF,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
529,AD,13983,BPS,4209,SDU,2612,,0,E90,BPS-SDU,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBRJ,Santos Dumont Airport,Rio De Janeiro,BR,11.0,-22.9104995728,-43.1631011963
530,AD,13983,BPS,4209,SSA,2621,,0,AT7,BPS-SSA,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
531,AD,13983,BPS,4209,SSA,2621,,0,AT7,BPS-SSA,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
532,G3,1790,BPS,4209,SSA,2621,,0,738,BPS-SSA,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
533,G3,1790,BPS,4209,SSA,2621,,0,738,BPS-SSA,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
534,AD,13983,BPS,4209,VCP,2578,,0,E95,BPS-VCP,SBPS,Porto Seguro Airport,Porto Seguro,BR,168.0,-16.4386005402,-39.0808982849,SBKP,Viracopos International Airport,Campinas,BR,2170.0,-23.0074005127,-47.1344985962
535,AD,13983,BSB,2531,AUX,7376,,0,AT7,BSB-AUX,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SWGN,Araguaina Airport,Araguaina,BR,771.0,-7.2278699875,-48.2405014038
536,AD,13983,BSB,2531,CGB,2548,,0,E95,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
537,AD,13983,BSB,2531,CGB,2548,,0,E95,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
538,AD,13983,BSB,2531,CGB,2548,,0,E95,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
539,AD,13983,BSB,2531,CGB,2548,,0,E95,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
540,G3,1790,BSB,2531,CGB,2548,,0,738,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
541,G3,1790,BSB,2531,CGB,2548,,0,738,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
542,G3,1790,BSB,2531,CGB,2548,,0,738,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
543,G3,1790,BSB,2531,CGB,2548,,0,738,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
544,JJ,4867,BSB,2531,CGB,2548,,0,320 319,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
545,JJ,4867,BSB,2531,CGB,2548,,0,320 319,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
546,JJ,4867,BSB,2531,CGB,2548,,0,320 319,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
547,JJ,4867,BSB,2531,CGB,2548,,0,320 319,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
548,O6,3764,BSB,2531,CGB,2548,,0,100,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
549,O6,3764,BSB,2531,CGB,2548,,0,100,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
550,O6,3764,BSB,2531,CGB,2548,,0,100,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
551,O6,3764,BSB,2531,CGB,2548,,0,100,BSB-CGB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
552,AD,13983,BSB,2531,CNF,2537,,0,E95,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
553,AD,13983,BSB,2531,CNF,2537,,0,E95,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
554,AD,13983,BSB,2531,CNF,2537,,0,E95,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
555,AD,13983,BSB,2531,CNF,2537,,0,E95,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
556,G3,1790,BSB,2531,CNF,2537,,0,738 73G,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
557,G3,1790,BSB,2531,CNF,2537,,0,738 73G,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
558,G3,1790,BSB,2531,CNF,2537,,0,738 73G,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
559,G3,1790,BSB,2531,CNF,2537,,0,738 73G,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
560,JJ,4867,BSB,2531,CNF,2537,,0,320 319,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
561,JJ,4867,BSB,2531,CNF,2537,,0,320 319,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
562,JJ,4867,BSB,2531,CNF,2537,,0,320 319,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
563,JJ,4867,BSB,2531,CNF,2537,,0,320 319,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
564,O6,3764,BSB,2531,CNF,2537,,0,100,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
565,O6,3764,BSB,2531,CNF,2537,,0,100,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
566,O6,3764,BSB,2531,CNF,2537,,0,100,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
567,O6,3764,BSB,2531,CNF,2537,,0,100,BSB-CNF,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBCF,Tancredo Neves International Airport,Belo Horizonte,BR,2715.0,-19.6244430542,-43.9719429016
568,AD,13983,BSB,2531,GRU,2564,,0,E95 E90,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
569,AD,13983,BSB,2531,GRU,2564,,0,E95 E90,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
570,AD,13983,BSB,2531,GRU,2564,,0,E95 E90,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
571,AD,13983,BSB,2531,GRU,2564,,0,E95 E90,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
572,G3,1790,BSB,2531,GRU,2564,,0,738 73G,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
573,G3,1790,BSB,2531,GRU,2564,,0,738 73G,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
574,G3,1790,BSB,2531,GRU,2564,,0,738 73G,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
575,G3,1790,BSB,2531,GRU,2564,,0,738 73G,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
576,JJ,4867,BSB,2531,GRU,2564,,0,320 321,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
577,JJ,4867,BSB,2531,GRU,2564,,0,320 321,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
578,JJ,4867,BSB,2531,GRU,2564,,0,320 321,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
579,JJ,4867,BSB,2531,GRU,2564,,0,320 321,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
580,O6,3764,BSB,2531,GRU,2564,,0,318 320,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
581,O6,3764,BSB,2531,GRU,2564,,0,318 320,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
582,O6,3764,BSB,2531,GRU,2564,,0,318 320,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
583,O6,3764,BSB,2531,GRU,2564,,0,318 320,BSB-GRU,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
584,AD,13983,BSB,2531,MAB,2584,,0,E95,BSB-MAB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBMA,Maraba Airport,Maraba,BR,357.0,-5.3685898781,-49.1380004883
585,AD,13983,BSB,2531,MAB,2584,,0,E95,BSB-MAB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBMA,Maraba Airport,Maraba,BR,357.0,-5.3685898781,-49.1380004883
586,AD,13983,BSB,2531,MAB,2584,,0,E95,BSB-MAB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBMA,Maraba Airport,Maraba,BR,357.0,-5.3685898781,-49.1380004883
587,G3,1790,BSB,2531,MAB,2584,,0,738 73G,BSB-MAB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBMA,Maraba Airport,Maraba,BR,357.0,-5.3685898781,-49.1380004883
588,G3,1790,BSB,2531,MAB,2584,,0,738 73G,BSB-MAB,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBMA,Maraba Airport,Maraba,BR,357.0,-5.3685898781,-49.1380004883
