,airline,airline ID, source airport, source airport id, destination apirport, destination airport id, codeshare, stops, equipment,route_id,source_airport_icao,source_airport_name,source_airport_city,source_airport_country,source_airport_elevation,source_airport_lat,source_airport_lon,destination_airport_icao,destination_airport_name,destination_airport_city,destination_airport_country,destination_airport_elevation,destination_airport_lat,destination_airport_lon
0,2Z,1729,AUX,7376,PMW,4214,,0,AT7,AUX-PMW,SWGN,Araguaina Airport,Araguaina,BR,771.0,-7.2278699875,-48.2405014038,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
1,2Z,1729,AUX,7376,PMW,4214,,0,AT7,AUX-PMW,SWGN,Araguaina Airport,Araguaina,BR,771.0,-7.2278699875,-48.2405014038,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
2,AD,13983,AUX,7376,PMW,4214,,0,AT7,AUX-PMW,SWGN,Araguaina Airport,Araguaina,BR,771.0,-7.2278699875,-48.2405014038,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
3,AD,13983,AUX,7376,PMW,4214,,0,AT7,AUX-PMW,SWGN,Araguaina Airport,Araguaina,BR,771.0,-7.2278699875,-48.2405014038,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
4,2Z,1729,BRA,7373,BSB,2531,,0,AT7,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
5,2Z,1729,BRA,7373,BSB,2531,,0,AT7,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
6,2Z,1729,BRA,7373,BSB,2531,,0,AT7,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
7,AD,13983,BRA,7373,BSB,2531,,0,AT7,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
8,AD,13983,BRA,7373,BSB,2531,,0,AT7,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
9,AD,13983,BRA,7373,BSB,2531,,0,AT7,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
10,Y8,16725,BRA,7373,BSB,2531,,0,EM2,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
11,Y8,16725,BRA,7373,BSB,2531,,0,EM2,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
12,Y8,16725,BRA,7373,BSB,2531,,0,EM2,BRA-BSB,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
13,2Z,1729,BRA,7373,SSA,2621,,0,AT7,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
14,2Z,1729,BRA,7373,SSA,2621,,0,AT7,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
15,2Z,1729,BRA,7373,SSA,2621,,0,AT7,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
16,AD,13983,BRA,7373,SSA,2621,,0,AT7,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
17,AD,13983,BRA,7373,SSA,2621,,0,AT7,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
18,AD,13983,BRA,7373,SSA,2621,,0,AT7,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
19,Y8,16725,BRA,7373,SSA,2621,,0,EM2,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
20,Y8,16725,BRA,7373,SSA,2621,,0,EM2,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
21,Y8,16725,BRA,7373,SSA,2621,,0,EM2,BRA-SSA,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
22,2Z,1729,BSB,2531,BRA,7373,,0,AT7,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
23,2Z,1729,BSB,2531,BRA,7373,,0,AT7,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
24,2Z,1729,BSB,2531,BRA,7373,,0,AT7,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
25,AD,13983,BSB,2531,BRA,7373,,0,AT7,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
26,AD,13983,BSB,2531,BRA,7373,,0,AT7,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
27,AD,13983,BSB,2531,BRA,7373,,0,AT7,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
28,Y8,16725,BSB,2531,BRA,7373,,0,EM2,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
29,Y8,16725,BSB,2531,BRA,7373,,0,EM2,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
30,Y8,16725,BSB,2531,BRA,7373,,0,EM2,BSB-BRA,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SNBR,Barreiras Airport,Barreiras,BR,2447.0,-12.0789003372,-45.0089988708
31,2Z,1729,BSB,2531,OPS,7367,,0,AT7,BSB-OPS,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,BR,1227.0,-11.8850002289,-55.5861091614
32,2Z,1729,BSB,2531,RAO,2613,,0,AT7,BSB-RAO,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
33,2Z,1729,BSB,2531,RAO,2613,,0,AT7,BSB-RAO,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
34,Y8,16725,BSB,2531,RAO,2613,,0,EM2,BSB-RAO,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
35,Y8,16725,BSB,2531,RAO,2613,,0,EM2,BSB-RAO,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
36,2Z,1729,CAC,2535,GRU,2564,,0,AT7,CAC-GRU,SBCA,Cascavel Airport,Cascavel,BR,2473.0,-25.0002994537,-53.5008010864,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
37,2Z,1729,CGB,2548,GYN,2562,,0,AT7,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
38,2Z,1729,CGB,2548,GYN,2562,,0,AT7,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
39,2Z,1729,CGB,2548,GYN,2562,,0,AT7,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
40,AD,13983,CGB,2548,GYN,2562,,0,E90 E95,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
41,AD,13983,CGB,2548,GYN,2562,,0,E90 E95,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
42,AD,13983,CGB,2548,GYN,2562,,0,E90 E95,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
43,Y8,16725,CGB,2548,GYN,2562,,0,ER4,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
44,Y8,16725,CGB,2548,GYN,2562,,0,ER4,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
45,Y8,16725,CGB,2548,GYN,2562,,0,ER4,CGB-GYN,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103
46,2Z,1729,CGB,2548,OPS,7367,,0,AT7,CGB-OPS,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,BR,1227.0,-11.8850002289,-55.5861091614
47,2Z,1729,CGB,2548,OPS,7367,,0,AT7,CGB-OPS,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,BR,1227.0,-11.8850002289,-55.5861091614
48,AD,13983,CGB,2548,OPS,7367,,0,E95,CGB-OPS,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,BR,1227.0,-11.8850002289,-55.5861091614
49,AD,13983,CGB,2548,OPS,7367,,0,E95,CGB-OPS,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,BR,1227.0,-11.8850002289,-55.5861091614
50,2Z,1729,CGR,2538,DOU,7380,,0,AT7,CGR-DOU,SBCG,Campo Grande Airport,Campo Grande,BR,1833.0,-20.4687004089,-54.6725006104,SSDO,Dourados Airport,Dourados,BR,1503.0,-22.2019004822,-54.9266014099
51,2Z,1729,DOU,7380,CGR,2538,,0,AT7,DOU-CGR,SSDO,Dourados Airport,Dourados,BR,1503.0,-22.2019004822,-54.9266014099,SBCG,Campo Grande Airport,Campo Grande,BR,1833.0,-20.4687004089,-54.6725006104
52,2Z,1729,DOU,7380,GRU,2564,,0,AT7,DOU-GRU,SSDO,Dourados Airport,Dourados,BR,1503.0,-22.2019004822,-54.9266014099,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
53,2Z,1729,GIG,2560,RAO,2613,,0,AT7,GIG-RAO,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
54,2Z,1729,GRU,2564,CAC,2535,,0,AT7,GRU-CAC,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBCA,Cascavel Airport,Cascavel,BR,2473.0,-25.0002994537,-53.5008010864
55,2Z,1729,GRU,2564,DOU,7380,,0,AT7,GRU-DOU,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SSDO,Dourados Airport,Dourados,BR,1503.0,-22.2019004822,-54.9266014099
56,2Z,1729,GRU,2564,RAO,2613,,0,AT7,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
57,2Z,1729,GRU,2564,RAO,2613,,0,AT7,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
58,2Z,1729,GRU,2564,RAO,2613,,0,AT7,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
59,JJ,4867,GRU,2564,RAO,2613,,0,320 319,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
60,JJ,4867,GRU,2564,RAO,2613,,0,320 319,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
61,JJ,4867,GRU,2564,RAO,2613,,0,320 319,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
62,Y8,16725,GRU,2564,RAO,2613,,0,EM2 ER4,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
63,Y8,16725,GRU,2564,RAO,2613,,0,EM2 ER4,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
64,Y8,16725,GRU,2564,RAO,2613,,0,EM2 ER4,GRU-RAO,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
65,2Z,1729,GRU,2564,UBA,2635,,0,AT7,GRU-UBA,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUR,Mario de Almeida Franco Airport,Uberaba,BR,2655.0,-19.7647228241,-47.9661102295
66,2Z,1729,GRU,2564,UDI,2633,,0,AT7,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
67,2Z,1729,GRU,2564,UDI,2633,,0,AT7,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
68,2Z,1729,GRU,2564,UDI,2633,,0,AT7,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
69,G3,1790,GRU,2564,UDI,2633,,0,73G,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
70,G3,1790,GRU,2564,UDI,2633,,0,73G,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
71,G3,1790,GRU,2564,UDI,2633,,0,73G,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
72,Y8,16725,GRU,2564,UDI,2633,,0,EM2,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
73,Y8,16725,GRU,2564,UDI,2633,,0,EM2,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
74,Y8,16725,GRU,2564,UDI,2633,,0,EM2,GRU-UDI,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
75,2Z,1729,GRU,2564,VDC,6039,,0,AT7,GRU-VDC,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932,SBQV,Vitoria da Conquista Airport,Vitoria Da Conquista,BR,3002.0,-14.8627996445,-40.8630981445
76,2Z,1729,GYN,2562,CGB,2548,,0,AT7,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
77,2Z,1729,GYN,2562,CGB,2548,,0,AT7,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
78,2Z,1729,GYN,2562,CGB,2548,,0,AT7,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
79,AD,13983,GYN,2562,CGB,2548,,0,E90 E95,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
80,AD,13983,GYN,2562,CGB,2548,,0,E90 E95,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
81,AD,13983,GYN,2562,CGB,2548,,0,E90 E95,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
82,Y8,16725,GYN,2562,CGB,2548,,0,ER4,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
83,Y8,16725,GYN,2562,CGB,2548,,0,ER4,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
84,Y8,16725,GYN,2562,CGB,2548,,0,ER4,GYN-CGB,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
85,2Z,1729,GYN,2562,PMW,4214,,0,AT7,GYN-PMW,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
86,2Z,1729,GYN,2562,PMW,4214,,0,AT7,GYN-PMW,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
87,AD,13983,GYN,2562,PMW,4214,,0,E95 E90,GYN-PMW,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
88,AD,13983,GYN,2562,PMW,4214,,0,E95 E90,GYN-PMW,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,774.0,-10.2915000916,-48.3569984436
89,2Z,1729,GYN,2562,RAO,2613,,0,AT7,GYN-RAO,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
90,2Z,1729,GYN,2562,RAO,2613,,0,AT7,GYN-RAO,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
91,Y8,16725,GYN,2562,RAO,2613,,0,ER4,GYN-RAO,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
92,Y8,16725,GYN,2562,RAO,2613,,0,ER4,GYN-RAO,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBRP,Leite Lopes Airport,Ribeirao Preto,BR,1806.0,-21.1363887787,-47.7766685486
93,2Z,1729,GYN,2562,UDI,2633,,0,AT7,GYN-UDI,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
94,2Z,1729,GYN,2562,UDI,2633,,0,AT7,GYN-UDI,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
95,Y8,16725,GYN,2562,UDI,2633,,0,EM2,GYN-UDI,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
96,Y8,16725,GYN,2562,UDI,2633,,0,EM2,GYN-UDI,SBGO,Santa Genoveva Airport,Goiania,BR,2450.0,-16.6319999695,-49.2206993103,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,3094.0,-18.8836116791,-48.225276947
97,2Z,1729,OPS,7367,BSB,2531,,0,AT7,OPS-BSB,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,BR,1227.0,-11.8850002289,-55.5861091614,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
